member_id,gender,status,mem_duration
pUDZ2TTcJe,M,C,13
Uosnwgg7EK,F,C,6
V0ckfsY7zB,M,C,8
TUeoRSvAU9,F,C,8
cAxNrX1kpn,F,C,11
HkdQ6mMTdT,M,C,9
FghzldfO6M,M,C,6
touGTyEhBt,M,C,12
fj6FG7HlUH,M,C,10
l6iGTvXGXi,M,C,8
KDspEkjLO7,F,C,11
xaJ7z1IQDJ,M,C,10
d0XsWAan9r,F,C,8
xc1cFH5cjU,M,C,12
f5ttow6yDp,M,C,10
BvGIpuKw0Q,F,C,8
WNYku8Nb07,M,C,10
k1b4J39B0C,M,C,8
Tlir0UC8Z1,M,C,13
9no0mYtRot,F,C,7
Bi1dDxneO5,M,C,6
bz0Ih6A3qn,M,C,5
Pz6YxaGTeO,F,C,8
NScDcXuzIt,M,C,10
opvgFshP1M,F,C,9
nVeWemU3eu,M,C,8
hKV8L5cqAQ,F,C,6
8HtlTMytYD,F,C,4
fltXqKRjmi,M,C,4
CWNZwxf8Ax,M,C,9
SV3Uslb4ki,M,C,9
ylOcRprJsn,M,C,16
15I5mEg2XP,F,C,6
WcuU6BgqDv,M,C,10
S0tw0tZOEb,F,C,9
FCaUpfzkxb,F,C,8
dCAHWu3VIg,F,C,8
bf4nBzz2QM,F,C,9
tmVULlTxGK,M,C,13
ZhsSFUB1iv,F,C,8
0fx689N5j6,M,C,8
p2tzTVn48F,F,C,8
XBbqgb43MM,F,C,8
D6gi8ay4mv,M,C,9
k41I5p5aSW,M,C,7
Lu8YkWHo9L,F,C,7
VEuXD8Wiga,F,C,8
fdsskbP1Ld,M,C,7
1pyFEq2pjb,M,C,8
4H4bOqH9NQ,M,C,6
jqQHHp2g7z,M,C,10
Xo6KFi8div,F,C,11
fJKHgDOTC8,M,C,11
JWJdRr3e11,F,C,11
3qcDRaJLiV,M,C,15
qglbi2FnCr,F,C,6
p9Udfcd94k,M,C,11
DnhJy7VSNg,F,C,8
7Veu4QdQOU,F,C,5
3O84z3BEZx,M,C,8
B7D12VTo8k,F,C,7
7xfRHMzLpe,M,C,8
2BD1dWPgQB,F,C,6
WczjLvr0og,M,C,9
pxHe0SLNlH,M,C,6
mma0lonBio,F,C,8
UUYlB922fF,F,C,10
IwmLIdWmg4,F,C,12
Rm4vjAVPLh,F,C,8
PjdemROSuQ,F,C,7
xLzoFWAHh5,M,C,14
jxehqRXInD,M,C,5
gkSUQqkThv,F,C,10
5hXLwqmRBM,F,C,15
Ap8dQoh124,M,C,5
edR0Pp0NKF,M,C,7
1NHTYxmZAJ,F,C,8
UPV9LcPgnD,M,C,8
21BOTsvsR0,M,C,11
ZO2rS16NPS,M,C,15
gsz62HXE5Z,M,C,10
QF2yMAqYmg,F,C,8
yLZPVe2oIg,M,C,6
aKe2wPLKea,F,C,17
1801bPTVPg,F,C,6
XofJjkkqFd,M,C,5
WnecIgWHCm,M,C,11
JnavIXrIA6,M,C,15
dwduGbE1J4,M,C,11
sOOK3PxXVh,M,C,5
0iAYxyD5no,M,C,11
vi4hGi8H01,M,C,8
YcrfaRGTo7,F,C,7
Qj49xJl0HR,F,C,8
FjbCEH71iO,M,C,7
1QOJi4kNOx,F,C,6
52Ms1URfrh,M,C,9
qexTw6QIGP,M,C,8
3gFET5t3a4,F,C,12
RhOfLYDFMy,M,C,9
rqkP5MZUoX,M,C,13
KRErzjbMJL,F,C,14
yWT36F6lyD,F,C,9
XEVaCSCNim,F,C,8
OCTgWR6rJk,F,C,6
egadVU7P4z,M,C,12
IgF87OMOlS,F,C,8
O73y1aQhaq,M,C,14
mdcjMANAjC,M,C,5
gmdIrT5X8H,M,C,8
emljm6R11T,F,C,6
RYwJeIbhU9,M,C,11
3TeyzgLDCZ,M,C,13
Be1rpwFKWu,M,C,6
RWNuEBZeZv,F,C,3
GPcvXFdIM6,M,C,9
V6pqcJ2ZOU,M,C,8
EQWWY9bIWz,M,C,16
bNwVbopi9u,M,C,6
2bcyl2DzPo,M,C,12
GOKQ7Yeq3k,F,C,6
1iLINlAU9A,M,C,14
Lsg10eHYRG,F,C,10
pY4Ju3GsVO,F,C,6
qLlOA2gvcL,F,C,10
Tp7UCpFAik,M,C,8
bf9mBUTS1x,M,C,10
MXKTuUL3PM,M,C,11
fG5TTlcF64,F,C,7
Z73p50YzWe,M,C,9
XYSHinm5nK,F,C,4
6SUD7rw0lZ,F,C,9
KUfRg6wpTp,M,C,6
z5EMsR171h,M,C,12
WEilPJBkRo,F,C,5
p2lYx9AR8I,M,C,13
SflADL65f5,F,C,11
LYptyrR1hQ,M,C,6
1mlZQ1PVbD,F,C,10
WSCWsvAjar,M,C,11
bL3t1UPFTN,M,C,6
o5Et5tQWA4,M,C,9
qoH5rsNiRC,M,C,7
UqsmWDOLT0,M,C,7
5byXsNRhVQ,M,C,8
QMbrf4w5a8,M,C,13
zs8DGjVNHN,F,C,7
MgxQCG9LDF,M,C,7
YA9rVTTigB,F,C,13
rsGcaeDb92,F,C,8
pZUY6gRBLe,M,C,7
yYvfFuMm3S,F,C,10
IUoJEgI62P,M,C,8
hUNOQ4EXoP,M,C,10
NdqY3btrUk,M,C,12
eWevZ7rXUT,F,C,4
R1EU1XUE0C,M,C,9
AUWvQMmSZ9,M,C,5
3KYGOoGXXk,M,C,9
ewFF04iFzv,M,C,10
9eSUoyU3ci,M,C,9
oiQKoSdDq4,F,C,4
Z4418Q2jiX,F,C,6
v2ACNhEy1M,M,C,12
JUGwj7TUOo,M,C,10
c9oSztpu04,M,C,11
j8jCRXHfyp,F,C,6
9GHqr2COts,M,C,14
q8sSEyt1CB,M,C,9
pM3ZiXqKBn,M,C,9
pmFjopK13r,M,C,10
bbibcUORE9,F,C,7
i6h5I5uO9x,F,C,6
fH07rcCG0W,M,C,10
6cIMp2cUz9,M,C,10
puWtYqSxkh,M,C,7
ZnMEKVzXqf,F,C,6
l3O8xo5zfk,M,C,9
A6OjaxZyc1,F,C,5
ehDdZSO2St,F,C,9
N3hTlUZVgA,F,C,8
oiiGgTTZsl,F,C,10
jbja3PsFTD,M,C,8
asuFpU1NPy,F,C,7
geG69FOKfZ,M,C,12
5CnyERmf3M,M,C,9
UGThOyuwV9,M,C,6
LEx4egNeVe,F,C,8
dnxTJxuFVm,M,C,8
Q0qUYzkChA,M,C,12
KqyPoDG4yF,M,C,9
Np3jEo6JnR,M,C,10
4QdrQutMID,M,C,13
F2mFfVjNdQ,F,C,6
j8CMl1olOc,M,C,19
fWJQ3F014v,F,C,9
66ifl4PnSy,F,C,7
pY2cgtvWBq,M,C,11
AtfUBywKh2,M,C,17
M7lDZ3mV3s,F,C,6
mYjggfUg9L,F,C,7
I0JS7Z1evs,M,C,11
UdNjMyRam3,F,C,7
4xnzxoMtsl,F,C,7
Q25k4vkW2z,M,C,9
HwQhn180Ud,M,C,8
cR3iEk47bg,M,C,8
jHiF9BdnMl,F,C,7
CTrvLP8Zlg,F,C,6
va18DGSef5,M,C,8
jRJXgKxJWu,M,C,6
gZcetD8Cww,M,C,15
CH8R8pndc8,M,C,11
s0hMDER2Yp,F,C,10
r3l0Hyimyy,M,C,11
I2SCnsZMEZ,M,C,5
BzRxHBGxOx,M,C,7
ruuP00osam,M,C,11
l3OlSHaken,F,C,16
xYwsewEeio,F,C,8
cz88DImRKJ,M,C,7
I72ztI4kAD,F,C,10
QzxqB1wGcl,M,C,12
71apITYgrl,M,C,8
GJdBs516qS,F,C,10
H9XtOWRLFp,M,C,7
zrS5On1j6d,M,C,12
CACYbDXHmg,M,C,12
JJXO4TfoIF,M,C,8
Hv0l7wpzk2,F,C,11
W3YlCNOiP9,F,C,8
aN77zerW6V,M,C,11
kW78UHCUv0,F,C,10
xnC8UsJK2V,M,C,9
EvEqhe2w08,M,C,19
7fKDlEWyuZ,M,C,7
KwvumC6G4H,M,C,9
uWs9LgPx40,M,C,9
ZXTRhpm4Rz,F,C,8
ejNO7EkRXX,M,C,14
2Quut0wYJC,F,C,11
PywuYmfnRR,M,C,6
gwYlTmkVNM,M,C,9
tbCRcquCbm,F,C,7
0wj10d6Sig,F,C,11
lur1b7aBUh,M,C,9
xFfYelECvg,M,C,10
uqJymtGJhE,M,C,12
mAXYYkoaBw,M,C,8
WGt4EgikOC,F,C,5
QcN3Nhrzgy,M,C,5
AED2egvy1n,F,C,7
p7jJt9ot14,M,C,10
D0t8SxVw31,M,C,8
94yrq1l5dS,M,C,5
HKlQdRZ0lb,F,C,10
hASbKICgpP,M,C,8
XVDDTaTUhk,M,C,6
QtINH7MfHQ,F,C,10
yRPhoPM7uw,F,C,10
dBdZ2KW3nq,M,C,7
bPUY192RBx,F,C,8
NHOSDacOqC,M,C,17
cdIWCFu5fJ,F,C,8
iyTx7wsBsn,F,C,11
gatHiwEvZw,F,C,9
Br3rYePUBN,M,C,11
QRkW4Wf5Xd,M,C,7
C1JAoMSKeR,F,C,7
wuWpJVDXxH,M,C,7
YtvmnoY4w4,F,C,10
xVbeGH63HM,M,C,7
U8iaGPwwju,F,C,6
nZJig6bbef,M,C,14
9fTHtTGWCo,M,C,15
htqNhkbKM2,M,C,11
I0VmW9mBxz,M,C,10
eDU4ezpaj9,M,C,8
moEL0px9fk,M,C,8
riTVl5Tsh1,F,C,7
WjLhclMeah,M,C,9
vcLMK6hHZY,F,C,11
Khi6SCflva,M,C,13
qUPvUCydek,M,C,11
0IgxaqWMUJ,M,C,7
IdUAlRBdn5,F,C,10
5nutn7QzF4,M,C,5
tcfsvNciV3,F,C,11
WKGDizHUNN,M,C,12
M7cWhwIgqZ,M,C,16
VPtzo7P2zy,F,C,6
bcyKXXAaU7,F,C,5
DjGF7PO5q4,F,C,11
IFswB8EdNE,M,C,16
GzPV3bHT0x,F,C,10
iPUDtr9e2S,M,C,15
XVo662vx8H,M,C,11
23fjtcHf7B,M,C,9
boz2whJcRU,M,C,10
DBil42EDCU,M,C,9
EuATgx8VtP,M,C,15
XXSaCYdFBu,M,C,9
IAKB4VIxwm,M,C,9
KAch8cjSOW,M,C,8
dpR6luj7kC,M,C,14
fkwZ8eExDx,M,C,8
PNuj0vKobe,F,C,8
SXfTQubvYI,M,C,9
dfGroChMu7,M,C,10
MwNut0oKns,M,C,6
Krg1rPg38K,F,C,6
DwG5FIlfRB,M,C,12
WwEr5M7Ejj,F,C,7
hVioF9z6nc,M,C,11
Tzp33bkD1S,M,C,11
P77mFT1AE1,F,C,5
yKrvVMqcge,F,C,5
PnAumWQXZH,F,C,5
ZoKVfXYaop,F,C,4
blJmiQjR49,F,C,8
UcN7AB63wS,M,C,6
2Zs2Lvgpnx,F,C,10
RYH6ezwj7o,M,C,11
pfzO4NAKAd,M,C,9
4YS32aNNn7,F,C,8
ZilMcxKVft,M,C,10
POUoVSW8B4,F,C,5
saHfBp28k9,F,C,8
RZqkyNn8md,M,C,6
jAQYdl20J5,M,C,15
ykyWnecKCj,M,C,15
sKGQW4uXa3,F,C,6
ZrZyYJNUi9,M,C,10
beFpLA6CZR,M,C,11
7xQ9QGpCKT,F,C,8
E1YPevJEYr,M,C,19
Eo0iBkHCbY,F,C,12
7lRXBmyYb3,M,C,11
JpQlQAFVrD,F,C,5
ojilV4flGE,F,C,11
EsKYS1xYzG,M,C,9
QwvDxfysDY,M,C,10
usbbqtc3En,M,C,12
Pf9X2BlUkE,M,C,10
YXOlYmKVLi,M,C,8
KRPsncKpVR,M,C,12
bjZMuOnS0d,M,C,13
CR1EZVncJs,F,C,9
m3SyReeRhL,F,C,16
kyQ6Z0UEk5,M,C,10
Af3gEIpodz,F,C,9
nT1PkUHF0I,M,C,13
yCvNfWwhcZ,F,C,9
GxiuEacwhl,F,C,8
o7UVpowWOp,M,C,14
mdZFMmdUE0,F,C,5
NfEfJ0Z2Bi,M,C,5
A2N2Y0rkpi,F,C,11
4TlchoZEZu,M,C,4
rCPtP8xSZp,M,C,6
OuJBuzGQzl,F,C,11
13r6zHmqiw,M,C,7
mGLXFqUJUm,F,C,6
etxIBzjJeO,F,C,7
vo1ThgYWrg,M,C,7
JPrFQK9in0,F,C,8
4x5HqEqNCT,M,C,10
hK0TDnGc9O,M,C,14
daYuA7nyzG,F,C,12
fJG3djYgDl,M,C,15
3rfKVegI7m,F,C,10
3YyAcfmu2s,M,C,11
jVXNZcJe0a,M,C,12
cl7FRHf5Xy,M,C,9
XmHNmes46d,M,C,11
HUfrzDGa2r,F,C,11
7zXOWw1pDZ,M,C,10
TS5LT2eROF,F,C,7
QHmdpmHNnM,M,C,10
ADO9Pzeedi,M,C,12
jBojh8lfZL,F,C,3
hMayyM8G0Q,M,C,6
7C6VzPnqgK,M,C,6
gyNKat9I87,M,C,10
qe0OlDg5U5,M,C,5
M2Q7yrAH1X,F,C,10
vW2qyhs5Oj,F,C,3
ysWv9qBwAC,M,C,12
MJS2AAo3zd,F,C,10
VsBTtdD8Dp,M,C,9
cHOyDIMlnm,M,C,10
nmRDEpzFTZ,F,C,6
2boXAxVjMg,M,C,6
BHw8lcrLyb,M,C,12
D12t69A3ia,M,C,12
NBRG2OllqN,F,C,8
TECw2LhSbB,M,C,7
NL2vvehfz0,M,C,11
pPQYK1iiLo,M,C,11
LjHzBbFljL,M,C,16
SwNAj7xXM6,M,C,11
0FoBowyBXK,M,C,6
qlNJnDa1io,M,C,13
f8R2pE2ESD,M,C,11
IsM2OgTc0s,M,C,6
sPHaAnfTy6,M,C,7
s7o67nAjxb,M,C,8
dYIzdQW69m,M,C,9
sfIVtEUV4f,M,C,9
tWZormyOZH,F,C,10
tLctEulYki,F,C,5
kKLsbhXjav,M,C,4
og7FCJdRiQ,M,C,11
UaAqMwC7v4,M,C,6
AQmz1UicK6,M,C,11
AKPQwe0r7B,M,C,7
5cT7KtO0LJ,M,C,6
6UFQoEMg1A,M,C,9
wDDvwrM2Ct,M,C,8
sRYcL0F4nu,M,C,10
rk88rtV6kH,M,C,11
XFexylQETx,M,C,5
QVfqGXDfyp,F,C,14
89JBfnK3uS,M,C,7
RkPnFahy7a,F,C,9
MhvYvCpOUd,M,C,13
Gc5EjZQVdY,F,C,8
LjfJSpOszP,F,C,6
zX3ewf3MRT,F,C,5
YSEdD6Aksb,F,C,9
jSbMGd20xF,M,C,9
pRgIg2JBLc,F,C,7
Ul2hYTXXix,M,C,9
euKMgFOepy,M,C,11
etRPgRWy1v,M,C,9
J01hLLS9vi,M,C,16
lfEftIqUgi,F,C,6
mnwkd6Gx4P,F,C,8
V54859rpoq,F,C,9
Enhvv4Ya6C,M,C,7
FxkVIVstGV,M,C,9
0qHlH5twbD,F,C,13
Q631y8uKm2,F,C,7
f9ZSqxwZUB,M,C,12
6wy65Mlwvs,M,C,8
qNdNqNWURf,M,C,9
baf3WwFinp,F,C,9
MSBWBStB4V,F,C,6
Mdxrhi2gDS,F,C,7
zGge0zwu56,M,C,13
fehF30Kzgm,M,C,11
b52da0GLZR,F,C,8
ViyVLEy5Ia,M,C,7
OwMryqTqD4,M,C,10
VEsJW0diEf,F,C,6
XFyqpCrJTU,M,C,5
RsJcn43zhh,M,C,9
uyfyALRvvA,F,C,10
3WGwlo5Eg7,M,C,8
1n1HyP06tW,M,C,10
VuMeXYXLY9,M,C,8
sGPRsLdkVq,F,C,17
bVR4fzkOVP,M,C,11
3xFaY7IwzJ,F,C,4
9HZOJ7IEdf,M,C,8
BepH2g56DC,F,C,7
IqBC83Onug,M,C,8
1YTtcMpxMC,F,C,8
Vvdi7BGoEe,M,C,10
3R4kEZrfIK,M,C,12
IWe5hFZPQD,F,C,9
2zBZjg4JFp,F,C,7
OWi2QmuzO3,M,C,7
j7p2S6pHfR,F,C,8
2uOSvZ8WiE,M,C,5
KCnOZvMPog,M,C,9
3Ly3J3BYyJ,M,C,9
5XGWbuZZrB,F,C,11
MweXw2anqo,M,C,12
VLi36NSTNL,F,C,7
NjvQQuLeH3,M,C,7
2PV4WGvC3q,M,C,10
y9ftl1qKDj,M,C,4
vnNQNhIVYL,F,C,7
qCy3n2lXYO,M,C,5
MrjRC6EYk4,F,C,6
H9aK74BMXe,M,C,5
7H6jzJXZYP,F,C,7
0xVumEnTpq,F,C,12
5DlVMVJ3yJ,M,C,16
gSeeXNCDmM,F,C,10
INHZQwgGGl,F,C,8
1KYaoJBsuc,F,C,4
XJ2nw8GQeb,M,C,8
ARQwbP3yZ1,F,C,10
alSwspIdIl,M,C,9
uGh0I77P9B,M,C,11
sE3NNwSZoD,M,C,9
edYym8KO4b,F,C,9
RdkqMh5l7i,F,C,9
Elh06oizUC,F,C,8
Yu2H6A8NjX,M,C,9
tchJNBLHVJ,M,C,9
OLTllt0hcL,M,C,21
OBm4xWeMFf,M,C,18
hFmPbY8Yor,M,C,5
EBxv1YReix,M,C,9
13aLJ548uu,F,C,5
DVZ5rGj4gP,M,C,7
ATpDm8ZhPq,F,C,10
BGozEbBMdz,M,C,10
Lt1Nrg7G9d,F,C,8
GXkwwvMixN,F,C,8
MLPhhFHwLG,M,C,10
tfpVTSPLfd,F,C,7
AYZuZMqCDk,M,C,14
nFQl42yxVj,F,C,6
AhssIsdzYc,F,C,6
XbvKYsRFXh,M,C,8
gi9DLxCFO0,M,C,10
tC9sg02pRK,M,C,11
WDmTYvDYs0,M,C,11
o9Ba6qbFTV,M,C,6
6SQ3FA3Ijw,F,C,13
e8iJSuUm0q,M,C,8
ueSc9etuyX,M,C,11
lavLOekKXI,F,C,12
aBBDRojoRX,F,C,7
QAVMdDK2Lo,M,C,7
ttCvdxV9v4,F,C,10
CX3ToXNk1L,F,C,13
9QV45OWAkH,M,C,7
CibQQe2Gh0,M,C,12
F8UsAndmg9,M,C,13
Ey8OMajajg,F,C,4
djpPfxrmgc,M,C,8
d6IU5FHR28,M,C,6
Yt0J6LOyR6,F,C,11
xPZXuWuKzb,M,C,13
FOKwwScn2K,M,C,13
TNTQ2J5yeB,F,C,10
b6CPBDWiju,F,C,6
cEXrQU4Fm4,M,C,7
bc4obBDDqJ,F,C,6
uEFC89ynOT,F,C,7
EVeok2CVzO,F,C,10
DRSuQ1bCLR,M,C,9
oxN8K5KyF4,F,C,12
XIhsMurelh,M,C,12
fpmgIgh9b0,F,C,9
MxaI1HysPw,F,C,10
9XH7n7GkyA,M,C,9
bp0IOtoAHd,M,C,11
KaRPSAogIT,M,C,7
pQy7l4z01Y,F,C,14
K8QOmkvUnG,F,C,9
pjrAjV5wUV,M,C,13
hPvgpiHn6L,M,C,6
nQGI4U90g8,F,C,4
SuZ4JU3fOD,F,C,4
iVOd96zNW0,F,C,5
pZ5km8vR4p,M,C,14
Oy62PDSoTC,M,C,12
AQTRzHcocp,M,C,14
NwzG0RbPuA,F,C,10
vhqJBMHxe5,F,C,9
1NL8C1La8g,F,C,21
XUgYaLscdV,F,C,13
93LhpaxhIe,F,C,6
FIor2kIS4o,M,C,14
gtrzGyqk0s,M,C,14
D2uiSjP7OX,M,C,10
ZyuurmAmE4,M,C,9
nInNjQiZez,M,C,7
zCCfojr54Y,M,C,11
4drnFfa3FR,F,C,11
nQTW4nAdfO,F,C,9
RahLTh544y,M,C,10
1N51SlwOQp,F,C,7
nWqxAIZFZ7,M,C,8
7hEd9DNJcc,M,C,10
DYwnGfDx5I,M,C,7
v8utponmli,M,C,7
YCW4F5jYXw,M,C,5
dQlw85rT1W,M,C,5
cIKnzcUmUu,F,C,11
BDnW9ZCt3j,F,C,7
Pb3GuP2bPC,M,C,6
SwBh2aDN72,M,C,10
nsctCrMwmf,F,C,8
0hUjqKj6Pi,M,C,7
Adr6r7Rbt3,F,C,8
zgHGtsIeQm,M,C,10
P2A8bKcXOw,F,C,5
B68wEUOfL2,F,C,8
IVQlhjOfX2,F,C,7
Jy5Fs7lBDC,M,C,10
4dvIJf6lJO,M,C,6
sR7ghSG8XN,F,C,6
hAb8Gp85wX,F,C,12
tONlKLWRqm,F,C,5
9DXr6yy02b,F,C,9
P7kUvcXelW,M,C,7
RSaRkepiWq,M,C,11
EUpF5miqjN,M,C,8
jpRBCCQokG,F,C,8
CluoWicblN,F,C,9
2BaE6Kpg3o,F,C,7
iApHiMc0S8,F,C,12
2AYqMl92pN,F,C,9
VQ411OnUTs,F,C,8
HRGpunzhak,F,C,8
4H0mOdVz07,M,C,12
2xgK4eh2Zb,F,C,8
MMWsMCqvN0,M,C,8
2xofGULVAy,F,C,3
sCiHnHBAZK,F,C,7
fNjEbOgHR1,M,C,9
7aXPjkyts0,M,C,9
pf8szqELot,M,C,8
4CLsqoxVqv,M,C,12
c5PBPMVqlI,F,C,8
qn13ReD8zB,F,C,18
O4FYukwcHM,F,C,6
Jo4dvVVl3A,M,C,8
jDWN1fvCKq,M,C,13
I665ZbzXOh,M,C,15
72h3wM65X8,M,C,11
bf7llLJIer,M,C,6
JEd4pVD3Ah,F,C,6
20Yf9Za8xI,M,C,10
ZmiiHto4on,M,C,11
moqGCcYNDT,F,C,12
037QliiALk,F,C,8
im5sriI4sz,M,C,13
u5bI8f5qhv,M,C,7
PoulHDuTlo,M,C,9
aF1PPzXcRe,M,C,8
8BdwmT2V7x,F,C,10
vMhOmJX5SG,M,C,7
NJ6Ad8YO5z,M,C,10
2ElaJ1ld63,F,C,9
LsLd8A2kzR,F,C,8
UIuRZVqMEx,M,C,6
IBYVS65K0L,F,C,12
zySTqlG4UK,M,C,14
fQSwblIJkC,F,C,8
B0Wvhiw5dw,M,C,19
bWDRZoYahl,M,C,12
vVfYAXYMdM,M,C,7
AjvJtglfRe,F,C,9
pbhmBXoc37,F,C,7
RrhCRZT7iX,M,C,11
pTWmZKKBGg,F,C,7
kybAzXGN2B,M,C,6
ZI2z3HJQXU,F,C,5
ar2sxmPy68,F,C,5
tZIeWhjpEZ,M,C,11
fGhf7la6HX,F,C,8
0p1QBJZd7x,M,C,12
DF3ysX3Gky,M,C,10
bhIjlK0ObZ,F,C,5
LI3GvZnjCl,M,C,6
6HkxT4NQAg,F,C,7
ClsExMsp1S,F,C,6
shOUJaoiGz,M,C,7
bvyy2RmCyM,M,C,12
qKPC6HlIvV,F,C,7
oT8uBPNMNo,M,C,8
lgvXcQ1kp6,F,C,7
mRjb3adjmq,M,C,14
l4YX8YQH5W,M,C,9
fwrtvGQ7yi,F,C,8
wtURdP7tVS,M,C,11
1qJ9cJPdNd,M,C,11
NHLaeJ8xea,F,C,12
9SB9ruzn8x,M,C,8
3BR0tpCJ6C,M,C,9
1gL7bmjLd2,F,C,15
CoNrwah5pD,M,C,9
XAAOfozPLe,M,C,7
m0gmLzlNv5,F,C,6
JvbtDOSRgC,F,C,5
jS2zZ5z2JV,M,C,11
3O4jMjRqsS,M,C,16
ewgKhUfrLk,M,C,8
KOy0wWkmdj,M,C,10
usJp5aVMGb,M,C,7
wjsms0Rq9P,F,C,9
JprM6VMZwn,M,C,8
9wiI9QfPYJ,M,C,7
atDKAUfhbf,F,C,12
lLMYaL45qp,M,C,7
kzDle5s4hs,M,C,7
cUFvMfCfre,F,C,11
COLMEAJRHj,F,C,7
i3x8TaFpfq,F,C,10
G0ltQmUDAG,M,C,7
OQzWkx6a8e,F,C,9
r8bnmkRN6n,M,C,12
wPf3ELMIHr,M,C,8
bPiiXpAtTW,F,C,10
elWqdRBCaP,F,C,10
EH49TjckS5,M,C,10
y3sqwxKnfA,F,C,10
8KLN62uZSu,F,C,6
zvMHtVuu9V,F,C,9
BcHBHAGuWs,M,C,9
7hC1elliX0,M,C,11
rfwGoGluNI,F,C,14
NUsLzEcF3Z,F,C,11
vjJ8YmLfFv,M,C,6
PZbqNiUUSp,F,C,10
0R54QPyQ47,M,C,9
NhifJaPAgy,M,C,14
bdlBecMIMS,M,C,6
VcCnBb2PH5,F,C,10
9oUHEK2zwI,M,C,9
2CXqBlkBHC,M,C,8
WyTjvUMAuL,M,C,14
ICjBsBDwEP,F,C,5
XpQanEP741,M,C,9
ZVtZdQgvOK,M,C,7
AFcjtcPGgl,F,C,11
ItN3Ev1p8q,M,C,13
sgBCvYgSaG,F,C,10
IsKHRBVsaT,M,C,6
uDAaxdhlkd,M,C,12
vYpX4ZtAzK,M,C,8
R54nayGxqt,F,C,5
zw2cE83b8l,M,C,9
3gYzNTpzCp,F,C,8
i4ysZ9gkAz,F,C,6
iCXVJp5SQi,M,C,7
RjREfPKuye,M,C,10
Pl4fbcXm4a,M,C,9
ZBKBWfySrU,M,C,10
3FiDKsGSNJ,F,C,8
3cElf6JWfm,F,C,7
O49IJMLVpL,F,C,9
xv8iSn1BTE,M,C,11
8vmssDrDYw,M,C,12
X3l3yhRRvh,F,C,6
3USKwy0laP,F,C,5
VFbZtHzlfI,M,C,11
XxY7D2WFqX,M,C,5
mrjus2zjZp,F,C,7
kahx0JCdp4,M,C,11
HKWWEC89aa,F,C,9
W65mAYVlj6,M,C,7
GBDfDpBwW4,F,C,7
sXos6zrGrH,M,C,9
4Mi7frCA9U,M,C,9
ciTo12Jhuq,F,C,10
IY8IGwfmtj,M,C,11
oaWfhicsLY,F,C,9
XCIeuxIBBR,M,C,9
6qpLvYZ2vq,M,C,10
8nEVkhGXKL,F,C,8
cLbbzC6Ao3,M,C,14
gUyQTUWmRv,M,C,22
bBm5mV2HF7,M,C,10
8OWY0Nhl2I,M,C,11
FhygOHEup2,M,C,11
Lmptwx0RGr,M,C,7
Z8MgjBMpG7,M,C,11
Nka1iJDeuZ,M,C,8
Gzgeyj8uOH,F,C,12
8ehxU2G5m4,M,C,9
3ZTLx5yGXa,M,C,16
xbe9n5xqpG,F,C,7
XdZ2DO37zh,M,C,7
fPko71uAmb,M,C,8
r9Loq3XCdh,F,C,7
vHgOHaolF2,M,C,17
m7s7UaOeDj,M,C,7
cfazbd56zJ,F,C,9
e1QII0OUrx,F,C,10
QENkpVYn9m,F,C,8
cF63ZvTy9d,M,C,9
yZosDtF5Nr,F,C,6
5MC7ShBGgo,M,C,11
KZVF9sgnkH,M,C,10
vtxdxqSgSB,F,C,11
AfFWo6xzja,M,C,10
XWIGtfBleT,F,C,4
vg0bhWid04,F,C,9
mW9RmyT2vI,M,C,9
ZLebBaq4H1,F,C,12
KPaJVOH9jB,F,C,9
WMKH0g6lKh,F,C,12
04pqB4k23r,M,C,9
NLZ6tB4UJd,M,C,15
ieVgWNQZXK,F,C,8
OeoMPGL02Z,M,C,6
c3N8mMqxJ8,M,C,15
xtd1swHjt0,M,C,12
YJhFG5ElWO,M,C,10
F1zwZ5WdMr,F,C,12
M1o0eXs4Tc,F,C,8
LYxTJFUbW8,F,C,7
cAx4zEnjXz,F,C,9
8TueJW41Nn,M,C,10
CRvv7W9jrd,M,C,10
AXpV84llGI,F,C,9
upsyEr2Nte,M,C,12
hMglaj3dsS,M,C,14
VHK8UELwIA,M,C,8
cWhIW9A0zC,M,C,10
E6b6qqN2ri,F,C,6
y60ZihOi9L,F,C,12
1s1ww0IBsU,M,C,10
vjeP12U1wD,F,C,11
qcg7jtk7xj,F,C,8
y9jEto37Aa,F,C,6
UAwVN8Sw7s,M,C,10
xQQ3dMyMvV,M,C,9
EsvHsLqNeQ,F,C,10
YDuueUyIRY,M,C,5
BS8reetL9G,M,C,10
JW09UxIchV,M,C,20
iHhEGG1Vic,M,C,10
AcBgSXbv9h,M,C,8
9Sf05AG1zU,M,C,9
8AwucVM468,M,C,11
Zu4DNosbGj,F,C,8
bwdQPQKbpd,M,C,10
iIrdBXfrTV,M,C,10
M6iZCOx4Am,M,C,9
y0CSB0ZVEl,F,C,8
QiubWPwaRH,F,C,8
Epq6op6xmc,M,C,9
7CTLuWeKY2,F,C,9
tgJedHgGc2,M,C,5
7oPqAF0578,M,C,11
mISJLEgYLt,M,C,6
bIvanpCDYA,F,C,9
p6BR6p6gAx,F,C,11
0nMMs1I9Pc,F,C,7
3K3hfGDJ7D,F,C,8
tIPfNJgfOK,M,C,5
7C1x5St8bo,M,C,8
