member_id,gender,status,mem_duration
h6WPpKa6au,F,C,9
dzRQ8JqUQs,M,Q,1
5tUfXJKlze,F,C,6
QQuH9672K5,M,Q,4
8NzPLo3giT,M,Q,3
waDwoHAubb,M,Q,24
Nq4zX698Jj,M,C,5
IB5S7rdFW3,M,C,7
qpQynPjurs,M,C,11
Ym3NAlJdnF,F,Q,8
geI6SVcSkE,M,Q,4
07rl2Edt9F,M,Q,3
xY3uBQZSAQ,M,C,17
SKZ4RCCjvL,M,C,8
hx6ckx3vMf,M,C,9
CTpJ3Y82u9,F,C,9
z63baFwhcE,M,C,3
6yrN0SAlQf,M,C,5
hg1uzuRNKy,M,C,12
EUlcbwfQDD,M,C,8
Jwr9KV3Q8F,F,Q,2
0xYYcfhvq4,F,C,9
MjR1v1JeQh,M,C,9
7RR8zTGfvD,M,C,13
vEgbiqEeBi,F,C,7
IlG6CsGz3C,F,Q,3
Q08ieAMrAT,M,C,6
RaS1czZZqU,M,C,8
WBPl3avqj8,F,C,11
NrsAQPiECd,M,C,7
UWoh1BjMok,M,C,11
4Bxm76vaQd,M,C,10
izCweQ8C8n,M,C,13
eusbXOzMTv,F,C,10
PYcINHTgYq,M,C,5
VfoCyARd1Y,M,C,13
Ztq0eIwiNz,M,Q,2
gnCkiqRHlJ,M,C,8
BXvmA5bNT3,M,C,9
VHvLWkmebg,M,C,14
s9PvfM5x2b,M,Q,4
BB5eAIcjf5,M,C,10
M7tEAxbKJl,M,Q,5
0569pJw7pN,F,C,4
6IOJJEfxvg,M,C,10
a1gkPfvaoW,M,Q,5
VCLGOIqy6S,M,C,6
SLFf2UYlJg,F,C,8
0VaNzb7Ddy,F,Q,16
9SiY56vRPN,M,Q,8
TqWCF0pELF,F,C,11
bQ7ETnN7M3,M,Q,13
wLBM7DsY62,M,C,12
G96fK4lbrT,M,C,10
vWWHtdL6sy,M,C,10
XTSSCDiO86,M,Q,5
wQRYxqSYxh,F,C,10
5xUSLEcCXF,M,C,8
kkLLKmh8yK,M,Q,19
njUh4AqraR,M,Q,6
nnNIyvT21v,F,Q,26
xzIiDlyf9Y,F,Q,3
JEoWCGnWhl,M,C,7
nFQ6n9VRPd,M,C,12
TSlKgKhtRv,F,Q,7
U5Bhhqlh22,M,Q,7
9kIpeBbMAM,M,C,9
t7ZhsRAuyT,F,C,11
YpGyAHit3d,M,C,9
q5hLmGopGM,F,Q,35
KfBafyvazN,F,Q,8
TeUf4BDb30,M,C,15
EHCjcPEObz,F,Q,2
vJUetgvsEM,M,Q,13
bohTGiOKKb,M,Q,6
BaLZcVY0D5,M,C,10
wrYUsdkDHw,F,Q,4
zGvVq9Xp9s,F,C,9
hnhwWE30gc,F,C,14
R7x6gnarlN,M,C,8
GWEghi4j7m,M,Q,4
NC02R0dU4B,M,C,5
lkfjWvt8ZK,M,C,6
z85Acw6ubs,M,Q,9
bKYYySu9as,M,Q,13
pbD1ZFrRYj,F,C,10
pUCErJwwag,F,C,4
7ZbihUwYwg,M,Q,15
IUoJEgI62P,M,C,8
rVh5zTD0zs,M,Q,1
fORtnJi8K1,F,C,5
lQ7Hl7dEbj,F,C,9
BwDuW74wzK,F,C,8
aYH48zcOHh,M,C,7
2YBn6lV8MR,M,C,8
qcbgA95Opu,F,C,6
INRZFfYOPa,F,C,7
pYwJukLwBt,M,Q,8
cDvV1wRMNF,F,C,6
Q2uwnfEy5D,F,C,8
Q869dKnpYy,M,Q,2
y6IOL4AmfH,F,Q,5
F8crqhOdFQ,M,Q,15
NbE6ThabY3,M,C,8
IkjASJJtGg,M,Q,2
BoXkc0d7UA,F,Q,9
rOzHdeBG9R,F,C,12
VZJeZytkIN,M,C,7
pRwkPmRq8H,F,Q,2
yETsdrOXiz,M,C,6
qcbI1pJFk9,F,C,17
SpeBxbAcxO,M,C,11
icrWoRXafI,F,Q,9
mNdDmVyOy2,F,C,8
eOz81aCbmH,F,Q,1
ONMHQ5cXjp,M,C,13
vtkb4Kxwra,M,C,10
sRrxE5Ykuv,M,C,3
Td0l5qaepe,F,C,12
DTHcaYnazL,M,C,6
wAR5h2Tnfi,F,C,5
gRXsoJmYxJ,F,C,6
NjV0fgnAwD,M,Q,1
iXpJmr3YIj,F,C,9
i664ROIFZy,F,Q,3
ft96KObb0l,M,C,8
Y8UDhx0ifp,M,Q,5
eGtsH4WEiJ,M,C,10
5cOyn14Zhu,F,C,7
2Oq4BbFqKc,M,Q,10
pvgWJyFsqd,M,Q,2
xTutJYsES1,F,Q,6
CeZwBP0h0c,M,C,5
NMOdrUgo7c,M,C,6
1jEahlITNE,M,C,13
NZZhhhLtyn,F,C,10
OkewwoCoH8,M,Q,2
BE0B7pWmI5,M,Q,1
VJygFToGwk,M,Q,2
BOChULJ9x9,M,C,3
IaNnkU4UjQ,F,Q,4
SihCAnqP4a,M,C,10
nRzgiKac14,F,C,9
6nJC09892D,M,C,6
x6IsEnOXIx,M,Q,1
aA1uNjXCMm,M,C,8
kzrkHdLA1L,F,Q,15
Qwv9oyunny,F,C,14
3kmvOY5FDK,F,Q,8
fExtZnczHS,M,C,11
bn7q3rc4xw,F,C,9
ExkhdLcSZ2,M,C,11
6wBEFdWakG,F,C,10
RYhHmxGe84,M,C,14
EaxhwaqwXO,F,C,15
jYSBWh6rFn,F,C,20
XWRiUEuYky,M,C,9
U7qCD7vXI1,F,C,7
OMDlWNnWgf,F,C,8
u4ILvhZVEO,M,C,16
sN6en2ObWI,F,Q,10
OeHImW3EU5,M,Q,30
NzNeTWpeIC,M,Q,1
BF4nSBOa88,F,Q,16
CI4uNkKMx2,M,Q,5
ynWFrPo14H,M,Q,10
z4KXsqhvj6,M,Q,2
omJ0kNqWNS,F,C,9
CssIhpvDmG,M,C,11
oZZw0TbDyd,M,Q,1
HTVQlKwudL,F,C,14
dXtILGJtQa,F,C,9
H5TSW2ZCd5,F,C,12
jtJ537SnC3,F,C,8
HVC2YiKkRT,F,C,8
cqKaV0Zw2n,M,C,10
nUGdn2eziv,F,Q,4
eencPSHiZ6,F,C,8
TKHigYLTF3,F,C,7
b90BpEeF3J,F,Q,8
8qdWDXUBvS,F,Q,3
WEYOsKQmCp,M,Q,4
LRDVuy0sMy,M,C,15
HnK7efdHdG,M,Q,1
e7nQTZ0Z3k,M,Q,10
roiII06If9,M,Q,10
EyMkzXdjnS,F,Q,1
mnAu2ZBqG8,M,Q,10
qaZAjESpi7,M,Q,1
oCdPxVClJu,M,Q,3
yNfWN7cc5g,F,C,6
6feXJNtLBk,F,C,6
QWhCh4sxXe,M,C,7
0VhSwl45Ci,M,C,10
lo5Yke7sKu,M,Q,7
ayTHW531Ko,M,C,6
xIpSLhKIZz,M,C,8
z2JCJp6tI2,F,C,9
mcD0WrBF3S,F,C,5
bB0AFfCBib,M,Q,11
cKaicFtlh1,F,C,6
u41EVTB8hf,M,C,8
HHW8HlNrhu,M,C,6
P0K126Boq4,F,C,5
pOxyTBqIA0,F,C,15
cgAEwmYC8D,F,C,6
N4cVsDqt8f,F,Q,7
WNRkHEvLaa,M,Q,1
K0d0uaxfnV,M,C,14
72sx9bVaTO,F,Q,9
ZD96ElfLJg,M,C,10
sMVtekrJGv,M,Q,12
j4Iqsrc7ql,M,C,13
zqrBvRGY2W,M,Q,6
Xs3UhvUedE,M,Q,6
0VOtON2Jzj,F,C,10
kh55pbqghp,F,Q,3
lGbxAMJLDC,M,Q,5
968yXFGvo6,M,C,6
tENigESOrY,F,Q,2
TY8HaB8k3k,M,Q,9
swgHtGEhPI,F,C,6
Yuq1ywYjTe,F,C,11
HrIoXezom4,M,Q,7
I9ddVEYLg8,M,Q,3
xUFiV5dxU3,F,C,12
tPz6R6BjvT,F,Q,8
9ueI3ctKBL,M,C,10
dDGKngxyjO,F,C,8
gn9SUM2Gcl,F,C,9
p3SAlBKw42,F,Q,2
axlPVxHgU9,F,C,8
6Uwf9yafqX,F,C,8
eC9Y86og2y,M,C,8
ODLejUntDl,F,C,7
n6IT9npnDh,M,C,10
Ax9g85kujJ,M,C,8
4QrAJBZg2u,F,C,7
K88OVpLZwV,F,C,7
PtD0yP7zfv,F,C,15
IyepHwKEE7,M,C,11
H77tTqIsms,M,C,14
94flcwLXbS,M,C,5
5TqtwGmPVd,F,C,10
8L0VRBzGnt,M,C,7
2srRPNQ6Uf,M,C,12
RZHXgFALoU,F,C,8
KzqjPmvYuO,M,Q,1
0oLczTSO93,M,Q,17
gBmcil5qRb,M,Q,5
Yo1WKpEW84,M,Q,10
tLQtsM1ShX,M,Q,1
Ynk5VHfASz,F,C,5
rRuZxWt0oL,F,C,12
zHMS0A1Uwm,F,C,8
jxvHV6WfL9,F,C,4
6Pt88nCI3S,M,C,17
9tnlGRkMv2,M,Q,18
Uc6NAYtlMx,M,Q,1
10HmvkDcau,F,Q,2
M6F7U3Kqny,M,Q,3
KVSDryiG1E,F,C,6
IgmNbvGREe,M,Q,2
etpUKWxHaO,F,C,9
2PEi6gzjvP,F,Q,4
47F1dCTgLW,M,C,7
GhSMFGf3fH,M,C,9
fNCCKTr9JD,F,C,10
EzOJNp7LDT,M,C,11
yq0oGwODcs,M,Q,9
lsm6lQ2jty,M,Q,3
RDq8E15Szt,M,Q,16
EEuGxxpNoZ,M,C,6
I2tnFJUKd2,M,Q,5
r3X6RsZgdx,F,Q,1
vb6aGX3FNy,F,Q,1
xhsQ2e4cE2,F,C,6
IcdE8exAAp,M,C,9
0OSKf0pFEB,M,C,6
wO70SpnkJ1,F,C,14
hWJPZJ7AdQ,M,C,10
ce9l9zbaQX,F,Q,2
3Ahm43l8TK,F,Q,6
GZXKM0rD7g,F,C,13
izMk6VFara,M,C,11
WRz8Mu9Ujl,M,C,8
gdIwWSCrtV,M,Q,2
fLEJM1px8c,M,C,13
tJ93GqOPul,F,Q,2
7AQyywP3EK,M,Q,5
moFYfQaXX9,F,C,5
i3q7kIXJIm,M,Q,16
Dp4Dr4T121,M,C,10
RFL3rJ9bEy,M,C,10
L8IVr99A93,F,C,8
4bYtUVqSlb,F,Q,2
CqnN2jizDz,M,C,3
Xs06fczbWy,M,C,8
9bxcAAyLEb,F,C,8
SrFdpHeUdh,M,C,13
KxO7EHzf3t,M,C,7
Rq0Is77BEs,M,C,9
HQ5sEoMM5J,M,C,5
uMWLGuxcRS,M,C,5
xUm3DZH166,M,C,6
a1MZmMQHNQ,M,C,12
p9eQxy3TcI,M,C,3
W1CQucb1da,M,C,7
ZcWFevSQIa,F,C,12
uphoxKjKxw,F,C,10
83EFKodpia,M,Q,6
SA3l7ItMNe,M,Q,6
fR8GcyKL0L,M,Q,2
mEmYLKEAsp,M,C,10
lZ4DQi7VrA,F,C,4
r7g9fLDZ2E,F,C,7
UhAQwEwSvl,M,C,13
QzmZLCs9bn,M,Q,16
G18S4QrZbp,M,Q,1
I1twCTqB0u,M,Q,13
5RJMe6PSMG,M,Q,1
mZ0tguQR7l,M,Q,4
DbTSthAGlY,F,Q,1
MjlobARHeg,M,C,9
lWuKxuc7UI,M,C,12
Y4vKUuTsnZ,F,Q,22
ATg4fD1wkh,M,C,15
IaYCpwwg81,M,C,12
Cbzb2E9Z6W,F,C,5
Bie1GJnDK7,F,Q,12
xvdfQfDbat,F,C,5
oSVKwg0mLf,M,C,10
49i7zWjz3o,M,C,10
lQPRTOQ3LO,M,C,6
rJgcyJmEFd,M,Q,7
DNu3dugwCx,M,C,4
DYdYurUZQ0,F,C,6
qCmlgW479U,M,Q,6
DyhGJ28phW,M,C,10
DtfeEchTtB,M,C,7
Eo6b49AMJl,M,Q,18
34jP0lUlcm,M,C,11
eh11qX7iA1,F,Q,4
oMfKL5J2HD,F,Q,9
UBZ0Z85zkJ,M,C,8
KVsbvoM5Xn,M,C,18
d6N9WYKahf,M,Q,2
lbC5QtDIf1,F,C,7
cXyuTZmYbF,M,C,6
92UVBjJYPF,M,Q,9
cePFZIYJTy,M,C,7
KPjir6SyFH,M,Q,16
s3R7pbIFRg,F,C,9
gBLe4V1FnB,M,C,6
ghjH9F35yx,F,C,8
pZl2MBB4nF,M,Q,5
3VVTH0UfOS,M,C,12
WrCWWxJopj,F,C,13
eJKVmmuQgF,F,C,12
oH63wAbsV5,M,C,9
iW26DDCLmx,M,C,8
oKpg5RT9Rp,M,C,9
2ug5bWF5cB,M,Q,21
EZmQFypfyM,M,C,5
duaUF4Bilo,M,Q,9
MXlb0xG421,M,Q,11
rZjXairi4E,M,Q,32
UBHrn5KF8k,M,C,8
mIQnyGNYaP,F,C,4
u9oYrAVAkj,F,C,6
Q3POBCEmwm,M,Q,28
yXfWjINV7j,M,Q,1
KV6q1Ygwv3,M,C,3
knpbzraxCY,M,C,6
L6uqwetsVD,M,Q,5
6bemYICcGo,M,Q,1
rpLIbUTFrE,F,C,6
IAdiYoL5SH,M,C,10
PZ6I9dR9O8,M,Q,10
5UGC1cgAgL,F,Q,3
qm22Lfl9hN,F,C,18
5Dto80JawU,M,Q,6
D5VEhbrBK1,M,Q,2
cqz7ohKIGc,M,C,16
GJiaLeIK5U,F,Q,7
FfTCQbsHBr,F,C,8
ethkJNLQ5Y,M,Q,2
LK5509Ok5P,F,Q,5
9Qtja39EYH,M,C,20
SgVzxOA5t4,F,C,7
O3AgzCwxj9,F,C,5
GB0OnaIBIK,M,C,10
YAGeRQXomG,F,C,8
AgzgZxTU4s,M,C,15
nK2zf6fxV5,F,Q,2
Rcmn94J2kk,F,C,13
mLmj8BdNEl,M,C,10
gdGk8ISFWV,M,C,8
2XAuZ0HJUi,M,C,6
QQUVuHMtWH,M,C,10
6CA10Tl77c,M,Q,7
W1WITTQT9b,M,Q,20
7OriYedvnr,M,C,8
CqlihRtISg,M,C,6
YRTjdV2i8m,M,C,12
WbfIXTU6dM,M,C,9
vtqqAfXeqO,M,C,11
jRfjgdMggd,F,C,4
lwoAXeimsF,F,C,11
A0uoWuFPsd,F,C,10
fk26FpMy2h,M,Q,12
az3cfoOgUU,M,Q,9
SUSrUsGlEZ,F,C,10
b9vmWj2jZV,F,Q,1
fg7tg46Pkx,F,Q,5
TsIHJQtVyW,M,Q,1
5z9kcEW0xX,M,C,5
T7wCgb8pMN,M,Q,1
RtWlsV3f2B,M,C,7
flUlzjXXQL,M,C,11
IrgnVzsmZ2,F,C,7
oK0LlNO9gp,F,C,7
ZdlkMA8LJb,M,Q,3
nBNKfZGam3,F,C,9
nnmiJ0IRUY,M,C,12
VHqFXXoXJM,M,Q,17
ysww2uKn9A,F,C,10
EL8jnZa9KP,M,C,10
SL7mPtZG9Q,M,C,6
GYucsihSWx,M,Q,2
XS10QAw4IF,F,C,11
1IcUWAWMlK,M,C,9
VfB5ZhUWWe,M,C,10
xHOHgB2OTD,F,C,9
Xsgd6xAlxm,F,C,7
fp9yf3Ekik,M,C,6
QWly56bU9z,F,C,12
W1YqunrCfU,F,C,13
5ovMssASx0,M,Q,5
nLlgGLmbP5,M,C,9
xI6CfaVrhB,M,Q,7
OAnCizcZ3l,M,C,7
HYKOblshAF,F,C,6
EHjBvVXV9D,F,C,7
4TWJ3p8uwF,F,Q,7
UwQqEj0hCe,F,C,7
9Ic3EAELAL,F,C,5
Xvxs6jUrT4,F,C,9
6fPkP5Rdzo,M,Q,1
t97H0RbyRD,F,Q,11
QtVfXgT6uZ,F,C,7
GcBapZc5Ez,M,Q,5
jAqVZ0jBb6,M,Q,5
tNp4RMD8nC,M,Q,2
LnbOM9hSsN,M,C,11
biz1sQVej4,M,C,5
asuFpU1NPy,F,C,7
U5lDHPwlmZ,M,C,12
5Ymp4ypTIy,F,C,10
qE877lgUnK,F,Q,1
4kORnKxPcY,F,C,7
UutUlIVPuu,F,C,13
WPL96Czszs,M,C,11
ujL2EdIn38,M,C,9
69vCTeGDlw,M,Q,1
jGuUy6VhAB,F,C,11
EPgaj00wCs,M,C,8
kzBHyQFs5w,M,C,8
4Qa3uoXawp,M,Q,12
Fyxv7Azzyy,M,C,4
DNKBmZ4eXQ,M,Q,2
A8x0IoJ4IA,F,C,8
7Xhv5GUNEU,F,C,6
oy0q26O3kG,F,C,8
YiBZEI05Kv,M,Q,6
UGVXkDzGlR,F,C,10
B9yIcHCbkt,F,C,8
h3h6J3dT4R,M,Q,11
a4kphsxaAw,M,Q,2
bQPWXlLPrd,M,Q,2
vXQgI5Nosx,M,C,4
qKqIpPK8eP,M,Q,1
ZUh7v3w9eu,F,Q,11
sXprz5FBVf,M,C,6
ZQK146gNW2,M,Q,26
K1JrYOxxrL,M,Q,2
dDO7Fcmcag,F,C,5
f7Mzt6wSfb,M,C,13
0qvCShGzEY,M,C,16
ytNuDEYO1n,M,Q,4
jyu86VBgd9,M,Q,3
1IXfLCdRwr,M,C,10
aRWKGXznwZ,F,Q,2
2vYREED4ZA,M,C,16
qrogpiwUQN,M,C,9
iKk2RN6otO,F,C,8
5FpnEXO4Vn,F,C,12
XRRAJmpN5R,F,Q,27
7N1HnoEkg8,F,C,6
Zi3d3QGpCW,F,C,9
LoReC0mScK,F,C,8
pBYA4KchIV,M,C,11
mMXlO9MjIR,M,Q,10
bklskEmUZD,F,Q,17
SiTIGhNDyX,M,Q,16
rPRTP8eLtL,F,C,6
XTlGhNHadc,M,C,9
CwBhlMu1t7,M,Q,8
ianzrC6Q91,M,C,6
NdWiJyfLBk,F,Q,12
iPdvMvBHLq,M,C,8
Np2LWibC4b,M,C,9
lRI4lpAiLJ,M,C,7
jvuSm2wiv2,F,C,6
FCWF8h6r2c,M,Q,1
rQr22Q0t0b,M,Q,1
fOmexE5HwG,F,C,16
hCCjFwGgqm,M,Q,11
3KF0lyOQhn,M,C,11
Bk7PX3w4Xm,M,Q,3
q5hN7CaKRr,F,Q,8
hvjNLFtXfw,M,Q,1
94EGS4sbJR,F,C,3
MeHvydUPTI,F,C,6
yH4CxvD74L,F,C,10
OOT9L5vcFw,M,Q,9
lcDviCDW6n,M,C,9
HsuWCXAALU,M,C,13
5pe7J7emQ6,F,C,10
rblxlyCOah,M,Q,8
oiTz3bGMMW,M,C,7
5dbKOFxyRQ,F,C,7
V6wJ9gth0f,M,C,11
EnjBuvzTL4,M,Q,2
6IJDn6BXug,M,Q,21
AN06lah0Vx,M,C,12
zabb69fK9W,M,C,5
b0QDqcGFBv,M,Q,24
f8SLKoR3dT,F,Q,15
9bsLvAuyPR,F,Q,1
qDQTZzQbXi,M,C,14
h4e7xQizrY,M,C,11
KmlngfOjFs,M,Q,4
uz5oqxAGEu,M,C,10
mqQZgatQlX,M,C,8
y41LLmEbbl,M,C,9
lhAlhuZfA1,M,Q,1
FaUMRgkzZk,M,Q,11
VyVEihOhAN,F,Q,2
o2apzIyntl,M,C,9
8CgHupOWjs,F,Q,3
ZXilZMfdlu,M,C,12
SqyHadTRm6,M,Q,2
0az2gJvScy,F,C,10
ZpVqGCxsgO,M,C,9
Cv0dV9hLld,M,C,8
YeuN0SQVLh,M,C,11
2gAczGZ3aZ,F,Q,11
GGHwFKJOOx,M,Q,5
BzOJjZmU45,F,C,9
zvhZRCFnne,M,Q,2
QPzIRdOy2a,F,C,12
RlQuQ2ExV2,M,Q,10
rrmDL0t4MS,M,C,13
UDHA2uFceu,M,C,7
PUSf1OAZLB,F,Q,3
OZjo4U4lmx,F,Q,2
6PTkZIurgg,F,Q,4
4nXi5qXbAm,M,Q,11
Rm6LRh8mGR,M,Q,1
swuoPCFv55,F,C,8
HHmT9KBFB5,M,Q,6
vbwi6IgPEM,M,C,5
4JHJT9wsgo,M,Q,24
CgVaZolQYr,F,C,7
zXAwQBMM13,M,C,8
p5TD0hlSWT,F,Q,6
ggqjNbNXHe,M,Q,5
Fw3xyXMJ7D,M,C,8
c5CCRS1rSo,M,C,12
jwokLO4mks,M,Q,23
uyXpK453fs,M,Q,3
YSEWHBQPVx,M,Q,13
zK9B6sZwyd,M,C,5
PklDqSULWQ,M,Q,4
LJAOcEnlVW,M,C,17
Njyh2Y8Z42,M,Q,3
knVa9OSdPX,F,C,13
LEMqFlZwmG,F,C,10
BhHejN9hbh,M,C,12
UpjKjxGFOW,M,C,11
9sTXeXetpr,M,C,5
l0BeVXcyg5,M,C,6
13bgo220ZR,F,C,10
YkRpAWG31J,M,C,6
M6Z6ToYdn8,F,Q,5
Q2KzARbSOt,F,Q,2
97cP046GFg,F,Q,22
617XFWfQij,F,C,5
eUUsaD59vB,F,C,13
33tgRLZKu5,M,C,7
NyucR3yIg3,M,C,7
0op4BYfwog,F,C,5
WEoQZzJclP,M,C,5
SBYDPAvG1Q,F,C,11
EI6H0MdL2a,M,Q,6
umrnn04Eac,M,C,7
UJX9XEQCZd,M,C,13
ZRcCYBATX2,F,C,6
NzdTUmRnHr,F,C,8
UwOAYM8y9O,M,Q,9
jpKblqg5kR,M,C,11
BEx3kVDqsK,M,C,11
oVL0FN3Hff,M,Q,1
HQOqgYgxtJ,M,C,12
jHSeyKrWZi,F,C,4
Tp4KbnX2cx,M,C,12
U9KZmjtzIq,M,C,9
rqfKmNqC3j,M,Q,6
PBMgxHVjTo,M,C,7
4SijqpDuB3,M,Q,4
uOBVv27dVt,M,C,7
jZKhfWKtkQ,F,Q,6
un5WlbR7Se,F,C,6
fbQNP3nlnc,F,C,5
XdzsIQmMAl,M,C,5
UIWvULZYNW,M,Q,6
z7s5FsY6Ns,M,Q,13
r3uu61m3KS,M,C,11
Tcn2MWEH20,M,C,18
0DIpuoJo09,F,Q,6
QMeGBWh1xG,F,Q,11
e5R7OekAXd,F,C,5
BwdgpbnpG6,M,C,8
EQ4zWsYktA,M,Q,1
TMp1TDkO5r,F,Q,1
OIlA2qGBsj,M,Q,7
r3ohS6u3gY,F,C,4
RRVf6jWTON,M,C,12
Iz0Dsb31ls,F,C,10
SBwArab4TQ,F,C,15
XfbSvI08Hk,F,C,12
a5MfkQhCLc,M,C,12
YYPKnFEyy5,F,C,7
H9I2j51PnV,F,Q,6
DExt4JyrJx,F,C,8
1za6whbfME,M,C,7
1GtkOqIMNA,M,C,7
A7rEqPUVXe,M,C,8
jq8KzGnXvL,M,C,9
XxeDkLlMUv,M,C,10
w0DEb3TnZ6,M,Q,7
kjuICdNL3E,M,Q,4
BcunKtW8iI,F,C,6
bDm1Qr2kgJ,M,C,9
rHhN33QQAN,F,Q,13
XICU68g4PG,F,C,7
Wcb31PrJAf,F,C,8
8NovuscdOm,F,C,7
XSI94vU4NI,M,C,9
wC9xtmBROW,F,C,7
bOubAjlSGZ,M,C,9
XHa41EuRFi,F,Q,2
eR23iSsISi,M,Q,2
9qcYqJcwSN,F,C,12
zPwuBhy2jE,M,Q,12
4zaHABk491,M,Q,1
PbSixdoaPC,F,Q,2
OFLdhCoUg4,F,Q,13
uF7ojcIa6k,M,C,9
N8BzODu94I,F,C,11
Kxw4JQQpIP,M,Q,9
MriBCnb4ia,M,C,13
GlD6SzVX21,F,C,3
AsV2rwzHqO,F,C,4
wzLB7B4POR,F,C,13
zNY0Rs7ZxA,F,C,8
kP0H2Nr6c9,M,C,6
UdjD8Qvvmh,F,C,8
8cIS1Srvfd,F,C,9
XTOtL51Dvf,M,Q,4
4K9rw1chLE,M,C,16
3JLiHBhDMn,F,C,4
5aAqY6gThK,F,C,13
osGDlKqO4b,M,Q,1
dwmq93rSQJ,M,C,17
KkWbZSlEJc,M,C,13
4Pa7daZvgK,F,C,11
apmiwCQH4D,F,C,10
Z2KBLrapjX,M,C,12
wXD8Gtc6ld,F,C,8
8orNr1eqlO,M,C,10
N3n7d5Yu0p,M,C,7
2rultuCjCg,F,Q,9
RX2AV1peOR,M,Q,2
F3zvtrnpGB,F,C,7
XGimfL2ZrF,F,C,3
hBdHBKRBhB,F,Q,14
s5uzdQzeqe,F,C,8
6gM9sePZFc,M,Q,2
XdJCyZjdWI,M,C,15
QlnFgnPfwY,F,C,11
iOyUSQyUcy,F,C,7
RwfXiFRYAv,M,Q,6
2N8dDdFYbr,M,C,10
ykHPrTAuWV,M,Q,12
Eh2TOD3TGf,M,C,14
XyLCRzyREe,F,C,8
lg0vu717ej,M,Q,4
1BBQ32P2Dk,M,Q,4
ro5aFRM5HZ,M,C,8
PswXnPuUEf,M,C,7
wk4QsaAsFg,M,C,14
v4TCuFLheh,M,C,9
xfOxSsSb9v,M,C,14
IRSTpTeXEH,M,C,15
LbGU6lH3Ja,F,Q,7
3jBlsq8Y6A,F,C,11
vE4YUntfK9,F,Q,3
NmfZJWj9r9,F,C,12
wICaCOB17J,F,Q,7
ezzeAn0uFT,M,Q,2
FYO57sMyPA,M,C,13
IhkSep34W4,F,Q,1
V8aNGsEpnT,M,C,6
WyTjvUMAuL,M,C,14
WBT2zrCUoU,F,Q,11
2KceTmSAwn,M,C,11
fpjGwz0TC0,F,Q,1
57S8yVrrvO,M,C,14
y10x11kfDT,F,Q,1
36vjycCwNH,M,C,6
VXQIcxNeNa,F,C,6
8jLLNkgOI8,M,C,12
tGb550XUuY,F,C,6
cF4LeNkgLH,F,C,12
eKM3O8PhWG,M,Q,6
OpHgSccx7J,M,C,6
GUlOBA2Ibq,M,C,11
rmmJINiXXM,F,C,9
KMaHVYoBgP,M,C,7
Uo1opa0Sfl,M,Q,1
6JXkc43HLp,M,C,6
cMbeviDODx,M,C,7
wvfIjSev4E,M,Q,1
pzNdBSgu69,M,C,9
QhfMPXWa6n,M,C,8
jQJZmbKvKn,M,C,8
o7LrNJCkdJ,M,Q,3
jYzklpmaLJ,F,C,8
L3wdjVUWPc,M,Q,8
koURQVeGFC,M,C,13
9gojSqmvjj,M,Q,1
KcK8OLpW0O,M,Q,2
MiNfE79hBq,M,Q,5
UokRiZZWSE,F,Q,18
eG45Xhr37n,M,C,10
iYeZGWU7Dd,M,C,7
NSZgBUvyJ1,M,C,12
8H7T9rX4vO,F,Q,7
vhD4Kku6Rx,M,Q,3
JmUtmCGI4f,F,Q,2
uF5tOl0QoB,F,C,16
fL8gTbgk0o,F,C,8
ymr8YWFEUJ,F,C,8
8ihRtaZlUk,M,Q,14
VIneGd7DyI,M,Q,12
okc2Z5jXyt,M,C,9
Bt3SAtZZw4,F,C,13
n5kYXJPAKQ,F,Q,7
HYwWGlPhz5,F,C,12
4VQdd1nN4q,F,C,6
9Gl3BFNYqL,M,C,5
YRcTo1Hs7J,F,C,9
nWqxAIZFZ7,M,C,8
u8UejKxaOv,F,Q,1
PO0gRXrZJR,M,Q,1
Soc89W7KSK,M,Q,11
OmmDMHH0uO,M,Q,1
OMNISEFyF6,M,C,13
ExieT1oPb3,M,Q,4
RTzPgxgif9,M,C,11
f9t5SRVSdJ,M,C,7
UOy6PY12YG,M,Q,3
imMO1he2wL,F,C,5
5hq8Um2VJS,M,C,11
EpXMxYJbxa,M,C,9
rbHlEQdiAV,M,Q,12
a12BaPfmM9,M,Q,1
E4raOpWzY3,F,C,8
qMlgC7o4V4,F,Q,3
kQAhFxEp2e,F,Q,3
aDO6mdXTaD,M,Q,13
IRcURjlvEA,F,C,13
0ZhkRWg6Ec,M,C,13
mDvIbzl8RL,M,C,16
XdAHzPo8P7,M,C,8
6oTWS4p6WH,F,C,10
xXfaxNm0Yq,M,C,11
bnUn3xJkM9,F,Q,36
c1mJKAm1vQ,F,C,6
oZS2uPY6RG,F,Q,4
cRAFjVsFj5,F,C,11
LCakAoVDV3,F,C,10
k0kiCYfL6n,F,C,11
tLVi4cqKkN,F,C,6
Xac6FVKrEF,F,C,11
LxdOjYXfiX,M,Q,4
oQrsHED8bw,M,Q,8
1f39Xt7kwH,M,C,10
yBwr0Uret3,F,Q,1
tZ3bw8cX3y,M,C,16
DHNUOSp9UU,M,Q,3
IGHiLKcolH,M,C,11
bEGX4yB0Sp,M,Q,1
LuzvtUDXVr,M,C,7
zBRmKVIH9y,M,Q,1
vGG691PMMI,M,Q,18
rkOhJarxMP,M,C,7
d4jzSU5jx7,F,Q,3
bMknmytudH,M,C,10
